shipment_id,origin,destination,distance_km,weather_condition,temperature,rainfall,traffic_level,route_type,package_weight,shipment_type,dispatch_time,historical_delay_rate,estimated_delivery_time,actual_delivery_time,delay_minutes,delay_status,traffic_score,weather_score,route_score,traffic_distance_interaction,weather_traffic_interaction,dispatch_hour,is_peak_hour,distance_category
2363,8,7,65.9,2,44.0,0.0,2,0,15.3,2,2025-04-17 11:00:00,0.15,87.9,142.6,54.7,On Time,2,2,4,131.8,4,11,0,2
2364,3,0,1830.8,3,39.8,39.1,3,0,0.5,2,2025-02-28 08:00:00,0.54,2441.1,2634.3,193.2,Severe Delay,4,4,4,7323.2,16,8,1,3
2365,3,1,1167.4,3,43.5,22.4,3,1,24.5,2,2025-04-03 07:00:00,0.59,1556.5,1784.4,227.9,Severe Delay,4,4,1,4669.6,16,7,1,3
2366,3,7,1226.5,3,35.4,54.6,2,3,3.9,1,2025-09-28 20:00:00,0.27,1635.3,1738.0,102.7,Slight Delay,2,4,3,2453.0,8,20,1,3
2367,2,6,1973.9,5,20.0,44.9,2,1,37.3,0,2025-10-20 12:00:00,0.01,2631.9,2738.0,106.1,Slight Delay,2,5,1,3947.8,10,12,0,3
2368,8,9,1698.6,4,10.4,53.1,2,1,7.0,1,2025-04-02 20:00:00,0.49,2264.8,2337.9,73.1,Slight Delay,2,3,1,3397.2,6,20,1,3
2369,6,5,396.2,0,31.9,0.0,2,3,49.6,2,2025-02-21 08:00:00,0.53,528.3,599.0,70.7,On Time,2,0,3,792.4,0,8,1,1
2370,6,7,213.1,5,32.2,12.2,3,0,19.0,0,2025-01-05 16:00:00,0.25,284.1,487.2,203.1,Severe Delay,4,5,4,852.4,20,16,0,1
2371,1,2,1223.1,5,35.5,41.2,0,2,12.7,2,2025-01-09 12:00:00,0.37,1630.8,1804.4,173.6,Severe Delay,3,5,2,3669.2999999999997,15,12,0,3
2372,4,8,1779.8,2,35.7,0.0,3,1,45.2,1,2025-12-02 06:00:00,0.03,2373.1,2516.6,143.5,Moderate Delay,4,2,1,7119.2,8,6,0,3
2373,2,8,649.2,1,19.1,1.7,3,1,26.0,2,2025-04-28 20:00:00,0.51,865.6,1006.0,140.4,Moderate Delay,4,1,1,2596.8,4,20,1,0
2374,3,2,768.7,4,43.2,36.5,2,2,40.9,0,2025-10-09 16:00:00,0.17,1024.9,1095.2,70.3,On Time,2,3,2,1537.4,6,16,0,0
2375,0,4,1576.8,3,37.9,37.7,0,0,19.6,2,2025-01-14 14:00:00,0.12,2102.4,2260.2,157.8,Moderate Delay,3,4,4,4730.4,12,14,0,3
2376,3,2,849.4,0,39.1,0.0,2,2,5.0,2,2025-08-05 09:00:00,0.21,1132.5,1199.2,66.7,On Time,2,0,2,1698.8,0,9,1,0
2377,4,1,422.4,3,27.2,32.6,2,2,20.8,0,2025-01-31 11:00:00,0.47,563.2,642.1,78.9,Slight Delay,2,4,2,844.8,8,11,0,1
2378,5,7,1118.2,3,33.7,22.2,1,2,25.9,0,2025-10-30 06:00:00,0.55,1490.9,1585.5,94.6,Slight Delay,1,4,2,1118.2,4,6,0,3
2379,8,2,199.4,1,15.5,0.7,2,3,13.3,1,2025-11-29 09:00:00,0.27,265.9,316.4,50.5,On Time,2,1,3,398.8,2,9,1,1
2380,4,8,1647.6,4,16.8,11.8,2,1,16.8,2,2025-12-26 15:00:00,0.23,2196.8,2268.6,71.8,Slight Delay,2,3,1,3295.2,6,15,0,3
2381,7,6,1272.4,0,28.8,0.0,1,1,27.7,1,2025-07-05 18:00:00,0.15,1696.5,1711.7,15.2,On Time,1,0,1,1272.4,0,18,1,3
2382,9,0,159.7,4,22.2,78.4,3,3,18.0,1,2025-02-03 17:00:00,0.28,212.9,349.8,136.9,Moderate Delay,4,3,3,638.8,12,17,1,1
2383,9,4,1904.2,4,18.1,51.3,0,2,44.4,2,2025-05-07 14:00:00,0.37,2538.9,2684.5,145.6,Moderate Delay,3,3,2,5712.6,9,14,0,3
2384,9,3,777.8,1,10.7,0.1,0,2,44.7,0,2025-01-02 09:00:00,0.43,1037.1,1115.2,78.1,Slight Delay,3,1,2,2333.3999999999996,3,9,1,0
2385,7,5,617.0,0,37.3,0.0,1,1,26.5,2,2025-04-17 06:00:00,0.57,822.7,864.1,41.4,On Time,1,0,1,617.0,0,6,0,0
2386,8,5,1708.5,1,27.4,1.8,1,2,27.4,0,2025-05-22 08:00:00,0.08,2278.0,2323.7,45.7,On Time,1,1,2,1708.5,1,8,1,3
2387,9,1,1854.8,3,24.4,60.5,1,1,4.2,1,2025-02-19 17:00:00,0.03,2473.1,2537.4,64.3,On Time,1,4,1,1854.8,4,17,1,3
2388,9,3,836.6,1,15.9,0.4,1,1,12.2,0,2025-12-27 07:00:00,0.03,1115.5,1115.5,0.0,On Time,1,1,1,836.6,1,7,1,0
2389,9,3,460.8,1,14.2,2.5,1,2,32.5,0,2025-02-22 13:00:00,0.36,614.4,654.7,40.3,On Time,1,1,2,460.8,1,13,0,1
2390,7,0,208.5,2,18.9,0.0,2,3,5.6,2,2025-01-25 15:00:00,0.19,278.0,359.2,81.2,Slight Delay,2,2,3,417.0,4,15,0,1
2391,4,5,362.6,4,16.7,62.2,3,3,3.5,2,2025-07-25 11:00:00,0.6,483.5,631.3,147.8,Moderate Delay,4,3,3,1450.4,12,11,0,1
2392,3,6,1852.8,0,20.2,0.0,1,2,22.1,2,2025-06-28 22:00:00,0.21,2470.4,2525.5,55.1,On Time,1,0,2,1852.8,0,22,0,3
2393,4,0,1568.3,3,34.8,19.4,3,3,28.4,0,2025-01-16 12:00:00,0.45,2091.1,2292.5,201.4,Severe Delay,4,4,3,6273.2,16,12,0,3
2394,3,5,499.8,0,39.4,0.0,0,0,24.3,1,2025-04-13 18:00:00,0.39,666.4,750.4,84.0,Slight Delay,3,0,4,1499.4,0,18,1,1
2395,1,0,1244.8,4,31.3,74.1,3,2,12.8,0,2025-03-18 08:00:00,0.14,1659.7,1824.5,164.8,Moderate Delay,4,3,2,4979.2,12,8,1,3
2396,4,3,377.3,5,34.3,64.1,2,0,22.6,1,2025-09-01 06:00:00,0.19,503.1,598.3,95.2,Slight Delay,2,5,4,754.6,10,6,0,1
2397,7,3,1007.5,4,34.6,62.9,3,2,19.9,0,2025-02-21 15:00:00,0.4,1343.3,1490.0,146.7,Moderate Delay,4,3,2,4030.0,12,15,0,3
2398,4,7,1639.4,0,29.8,0.0,1,1,42.5,0,2025-10-29 21:00:00,0.58,2185.9,2248.1,62.2,On Time,1,0,1,1639.4,0,21,0,3
2399,9,3,1705.4,4,19.8,50.8,1,1,2.4,1,2025-12-02 14:00:00,0.46,2273.9,2329.0,55.1,On Time,1,3,1,1705.4,3,14,0,3
2400,5,2,1353.5,5,43.9,54.1,1,3,11.6,1,2025-01-02 16:00:00,0.21,1804.7,1939.6,134.9,Moderate Delay,1,5,3,1353.5,5,16,0,3
2401,2,3,1737.4,4,21.9,54.5,2,1,27.7,0,2025-11-09 22:00:00,0.17,2316.5,2392.8,76.3,Slight Delay,2,3,1,3474.8,6,22,0,3
2402,7,4,253.8,2,26.6,0.0,3,2,20.3,1,2025-09-28 21:00:00,0.43,338.4,490.2,151.8,Moderate Delay,4,2,2,1015.2,8,21,0,1
2403,2,3,958.9,1,24.8,1.4,3,2,44.8,1,2025-03-03 19:00:00,0.2,1278.5,1398.7,120.2,Moderate Delay,4,1,2,3835.6,4,19,1,0
2404,8,5,1133.8,2,31.0,0.0,0,1,28.9,0,2025-07-15 09:00:00,0.05,1511.7,1621.8,110.1,Slight Delay,3,2,1,3401.3999999999996,6,9,1,3
2405,1,6,517.6,3,14.2,7.7,0,1,14.1,0,2025-09-03 14:00:00,0.59,690.1,839.6,149.5,Moderate Delay,3,4,1,1552.8000000000002,12,14,0,0
2406,2,6,1995.2,1,30.6,1.5,0,2,33.8,2,2025-04-18 22:00:00,0.51,2660.3,2780.3,120.0,Moderate Delay,3,1,2,5985.6,3,22,0,3
2407,5,6,854.9,5,21.9,50.3,1,2,11.4,2,2025-02-04 14:00:00,0.14,1139.9,1241.1,101.2,Slight Delay,1,5,2,854.9,5,14,0,0
2408,1,9,486.2,2,31.0,0.0,2,1,42.9,2,2025-08-28 07:00:00,0.25,648.3,725.4,77.1,Slight Delay,2,2,1,972.4,4,7,1,1
2409,0,9,408.2,5,41.8,74.8,2,1,3.1,2,2025-07-30 07:00:00,0.36,544.3,643.1,98.8,Slight Delay,2,5,1,816.4,10,7,1,1
2410,1,7,873.0,2,27.6,0.0,0,1,38.0,1,2025-02-12 13:00:00,0.24,1164.0,1241.4,77.4,Slight Delay,3,2,1,2619.0,6,13,0,0
2411,4,5,1653.7,5,12.8,29.4,3,0,22.7,2,2025-02-12 20:00:00,0.11,2204.9,2417.5,212.6,Severe Delay,4,5,4,6614.8,20,20,1,3
2412,7,5,668.8,5,17.2,26.0,0,1,21.7,2,2025-10-07 18:00:00,0.11,891.7,1051.8,160.1,Moderate Delay,3,5,1,2006.3999999999999,15,18,1,0
2413,6,4,1484.8,5,33.5,21.0,2,0,17.3,2,2025-08-20 17:00:00,0.31,1979.7,2151.7,172.0,Severe Delay,2,5,4,2969.6,10,17,1,3
2414,0,5,1778.2,2,32.1,0.0,2,2,36.3,1,2025-07-11 20:00:00,0.36,2370.9,2458.1,87.2,Slight Delay,2,2,2,3556.4,4,20,1,3
2415,7,5,802.4,1,13.7,0.5,1,1,39.8,0,2025-10-04 07:00:00,0.26,1069.9,1098.3,28.4,On Time,1,1,1,802.4,1,7,1,0
2416,8,0,770.9,4,44.1,13.8,3,1,24.6,2,2025-04-07 18:00:00,0.25,1027.9,1163.1,135.2,Moderate Delay,4,3,1,3083.6,12,18,1,0
2417,5,3,1633.7,4,28.3,50.0,3,1,35.2,1,2025-12-09 08:00:00,0.54,2178.3,2339.4,161.1,Moderate Delay,4,3,1,6534.8,12,8,1,3
2418,1,5,256.0,3,43.1,37.5,0,0,10.1,1,2025-12-10 19:00:00,0.56,341.3,469.0,127.7,Moderate Delay,3,4,4,768.0,12,19,1,1
2419,0,5,316.9,1,31.2,2.4,3,2,0.7,1,2025-12-10 21:00:00,0.59,422.5,543.6,121.1,Moderate Delay,4,1,2,1267.6,4,21,0,1
2420,7,4,1745.3,0,32.5,0.0,0,0,18.8,1,2025-03-02 14:00:00,0.54,2327.1,2438.0,110.9,Slight Delay,3,0,4,5235.9,0,14,0,3
2421,3,9,1472.6,0,44.0,0.0,0,2,34.7,2,2025-09-11 13:00:00,0.06,1963.5,2079.0,115.5,Moderate Delay,3,0,2,4417.799999999999,0,13,0,3
2422,1,0,1058.0,4,23.4,10.7,2,3,30.0,1,2025-07-13 17:00:00,0.52,1410.7,1517.4,106.7,Slight Delay,2,3,3,2116.0,6,17,1,3
2423,3,0,788.8,5,35.5,35.8,3,0,25.4,0,2025-11-24 07:00:00,0.5,1051.7,1245.6,193.9,Severe Delay,4,5,4,3155.2,20,7,1,0
2424,5,8,581.2,2,33.4,0.0,0,2,7.5,0,2025-10-07 13:00:00,0.44,774.9,885.6,110.7,Slight Delay,3,2,2,1743.6000000000001,6,13,0,0
2425,6,9,1317.6,0,31.1,0.0,0,2,1.9,1,2025-06-09 10:00:00,0.07,1756.8,1829.6,72.8,Slight Delay,3,0,2,3952.7999999999997,0,10,1,3
2426,3,0,1511.1,0,37.6,0.0,2,3,25.2,2,2025-07-17 10:00:00,0.06,2014.8,2069.6,54.8,On Time,2,0,3,3022.2,0,10,1,3
2427,1,8,1472.5,5,41.9,34.1,2,2,26.0,0,2025-10-05 10:00:00,0.28,1963.3,2112.2,148.9,Moderate Delay,2,5,2,2945.0,10,10,1,3
2428,7,5,139.0,5,33.7,32.9,2,3,43.5,1,2025-07-24 22:00:00,0.44,185.3,285.8,100.5,Slight Delay,2,5,3,278.0,10,22,0,1
2429,2,7,1748.0,3,26.0,65.6,2,3,39.3,0,2025-09-03 10:00:00,0.25,2330.7,2477.2,146.5,Moderate Delay,2,4,3,3496.0,8,10,1,3
2430,0,9,923.6,5,35.8,16.7,1,2,13.8,2,2025-11-16 08:00:00,0.06,1231.5,1349.9,118.4,Moderate Delay,1,5,2,923.6,5,8,1,0
2431,3,4,230.5,0,41.3,0.0,2,1,10.3,1,2025-05-08 17:00:00,0.44,307.3,334.5,27.2,On Time,2,0,1,461.0,0,17,1,1
2432,5,1,1875.2,1,26.1,4.8,3,1,37.0,2,2025-04-20 21:00:00,0.5,2500.3,2658.6,158.3,Moderate Delay,4,1,1,7500.8,4,21,0,3
2433,8,7,1457.9,4,11.4,44.8,2,0,28.5,2,2025-05-11 16:00:00,0.05,1943.9,2030.7,86.8,Slight Delay,2,3,4,2915.8,6,16,0,3
2434,0,5,1669.9,0,13.3,0.0,3,3,20.5,1,2025-01-12 11:00:00,0.12,2226.5,2345.4,118.9,Moderate Delay,4,0,3,6679.6,0,11,0,3
2435,4,6,303.7,4,32.1,54.8,3,0,47.1,0,2025-03-05 09:00:00,0.57,404.9,541.4,136.5,Moderate Delay,4,3,4,1214.8,12,9,1,1
2436,8,4,1772.7,2,13.8,0.0,1,0,13.7,1,2025-05-29 14:00:00,0.5,2363.6,2484.0,120.4,Moderate Delay,1,2,4,1772.7,2,14,0,3
2437,7,9,418.9,3,41.1,55.8,1,2,8.9,1,2025-09-05 08:00:00,0.42,558.5,654.0,95.5,Slight Delay,1,4,2,418.9,4,8,1,1
2438,0,1,849.5,2,26.6,0.0,0,1,44.6,1,2025-10-05 06:00:00,0.39,1132.7,1239.1,106.4,Slight Delay,3,2,1,2548.5,6,6,0,0
2439,8,0,1532.9,5,43.8,7.7,2,1,34.2,0,2025-02-10 20:00:00,0.03,2043.9,2181.4,137.5,Moderate Delay,2,5,1,3065.8,10,20,1,3
2440,6,9,1415.9,5,44.7,34.0,1,0,23.5,0,2025-11-15 11:00:00,0.48,1887.9,2027.9,140.0,Moderate Delay,1,5,4,1415.9,5,11,0,3
2441,8,9,222.1,4,12.7,6.9,3,0,3.2,1,2025-10-25 18:00:00,0.27,296.1,381.5,85.4,Slight Delay,4,3,4,888.4,12,18,1,1
2442,5,0,650.8,3,25.6,55.2,0,2,31.0,1,2025-06-09 08:00:00,0.56,867.7,981.2,113.5,Slight Delay,3,4,2,1952.3999999999999,12,8,1,0
2443,4,8,992.4,5,24.7,54.4,0,3,45.9,1,2025-01-26 09:00:00,0.57,1323.2,1481.7,158.5,Moderate Delay,3,5,3,2977.2,15,9,1,0
2444,3,2,1942.0,2,30.4,0.0,2,1,23.6,1,2025-09-02 17:00:00,0.33,2589.3,2725.9,136.6,Moderate Delay,2,2,1,3884.0,4,17,1,3
2445,2,9,773.0,2,34.2,0.0,1,3,33.1,2,2025-02-06 21:00:00,0.01,1030.7,1094.0,63.3,On Time,1,2,3,773.0,2,21,0,0
2446,3,9,1092.6,2,22.2,0.0,1,0,12.5,1,2025-10-03 18:00:00,0.4,1456.8,1537.9,81.1,Slight Delay,1,2,4,1092.6,2,18,1,3
2447,2,9,1144.4,4,25.7,70.3,2,2,44.0,1,2025-11-28 10:00:00,0.21,1525.9,1603.3,77.4,Slight Delay,2,3,2,2288.8,6,10,1,3
2448,3,5,1876.7,5,32.8,16.9,0,3,29.2,0,2025-11-03 07:00:00,0.33,2502.3,2682.9,180.6,Severe Delay,3,5,3,5630.1,15,7,1,3
2449,8,0,1443.7,0,11.4,0.0,1,1,28.4,1,2025-12-02 15:00:00,0.07,1924.9,1936.4,11.5,On Time,1,0,1,1443.7,0,15,0,3
2450,1,4,1163.0,5,15.2,23.9,0,0,23.2,2,2025-05-31 18:00:00,0.07,1550.7,1736.6,185.9,Severe Delay,3,5,4,3489.0,15,18,1,3
2451,8,6,868.7,2,40.6,0.0,3,2,47.9,0,2025-07-30 07:00:00,0.1,1158.3,1269.4,111.1,Slight Delay,4,2,2,3474.8,8,7,1,0
2452,4,9,517.4,4,35.3,26.0,2,1,25.8,0,2025-06-11 19:00:00,0.55,689.9,746.5,56.6,On Time,2,3,1,1034.8,6,19,1,0
2453,4,0,1988.3,3,16.3,72.3,0,1,49.6,1,2025-08-19 15:00:00,0.23,2651.1,2782.7,131.6,Moderate Delay,3,4,1,5964.9,12,15,0,3
2454,4,2,476.5,1,16.1,4.6,1,2,2.7,2,2025-05-05 17:00:00,0.44,635.3,681.0,45.7,On Time,1,1,2,476.5,1,17,1,1
2455,6,9,971.8,3,20.4,36.3,2,0,33.4,0,2025-06-22 15:00:00,0.13,1295.7,1401.2,105.5,Slight Delay,2,4,4,1943.6,8,15,0,0
2456,7,1,494.2,3,10.0,65.2,0,3,41.2,2,2025-01-28 06:00:00,0.42,658.9,793.1,134.2,Moderate Delay,3,4,3,1482.6,12,6,0,1
2457,8,1,1183.5,1,38.9,0.2,1,0,30.0,2,2025-05-31 11:00:00,0.39,1578.0,1635.4,57.4,On Time,1,1,4,1183.5,1,11,0,3
2458,9,8,1276.8,3,33.3,22.9,3,3,30.1,0,2025-03-10 16:00:00,0.32,1702.4,1878.6,176.2,Severe Delay,4,4,3,5107.2,16,16,0,3
2459,5,3,90.0,3,12.7,11.1,1,1,39.0,2,2025-04-01 14:00:00,0.21,120.0,179.6,59.6,On Time,1,4,1,90.0,4,14,0,2
2460,3,1,688.9,4,23.8,69.7,0,2,44.3,2,2025-01-04 06:00:00,0.5,918.5,1031.0,112.5,Slight Delay,3,3,2,2066.7,9,6,0,0
2461,3,0,1111.0,5,13.9,65.7,3,2,38.1,1,2025-09-11 10:00:00,0.49,1481.3,1635.4,154.1,Moderate Delay,4,5,2,4444.0,20,10,1,3
2462,2,3,544.2,1,34.7,4.3,0,2,1.6,2,2025-05-20 20:00:00,0.34,725.6,806.5,80.9,Slight Delay,3,1,2,1632.6000000000001,3,20,1,0
2463,1,9,959.0,4,40.1,17.5,2,2,12.9,2,2025-03-17 09:00:00,0.08,1278.7,1332.9,54.2,On Time,2,3,2,1918.0,6,9,1,0
2464,1,7,481.3,1,38.4,2.5,0,0,35.1,1,2025-09-03 16:00:00,0.27,641.7,731.8,90.1,Slight Delay,3,1,4,1443.9,3,16,0,1
2465,2,9,672.1,4,17.5,75.0,3,1,44.1,0,2025-10-11 17:00:00,0.12,896.1,1038.3,142.2,Moderate Delay,4,3,1,2688.4,12,17,1,0
2466,1,8,1419.3,4,43.8,31.0,2,3,44.0,2,2025-03-05 13:00:00,0.01,1892.4,1964.8,72.4,Slight Delay,2,3,3,2838.6,6,13,0,3
2467,0,4,1300.3,4,11.0,58.6,0,3,43.2,2,2025-01-17 19:00:00,0.4,1733.7,1867.6,133.9,Moderate Delay,3,3,3,3900.8999999999996,9,19,1,3
2468,6,4,519.1,2,13.5,0.0,0,3,43.3,1,2025-08-28 16:00:00,0.02,692.1,777.5,85.4,Slight Delay,3,2,3,1557.3000000000002,6,16,0,0
2469,1,6,1504.7,0,42.3,0.0,1,0,34.3,2,2025-03-20 20:00:00,0.11,2006.3,2092.3,86.0,Slight Delay,1,0,4,1504.7,0,20,1,3
2470,6,5,601.2,5,21.7,7.0,3,1,48.6,0,2025-08-13 18:00:00,0.49,801.6,981.0,179.4,Severe Delay,4,5,1,2404.8,20,18,1,0
2471,2,6,791.1,2,33.4,0.0,0,0,5.8,0,2025-03-28 06:00:00,0.29,1054.8,1168.3,113.5,Slight Delay,3,2,4,2373.3,6,6,0,0
2472,2,5,1348.5,5,35.4,61.6,3,0,2.3,2,2025-09-01 17:00:00,0.24,1798.0,2013.3,215.3,Severe Delay,4,5,4,5394.0,20,17,1,3
2473,7,5,167.0,0,36.2,0.0,1,2,3.6,2,2025-01-22 14:00:00,0.11,222.7,251.1,28.4,On Time,1,0,2,167.0,0,14,0,1
2474,4,2,620.7,0,22.4,0.0,3,0,30.9,0,2025-10-07 22:00:00,0.29,827.6,936.9,109.3,Slight Delay,4,0,4,2482.8,0,22,0,0
2475,1,4,1346.5,5,17.7,33.9,2,3,31.4,2,2025-06-06 06:00:00,0.02,1795.3,1928.9,133.6,Moderate Delay,2,5,3,2693.0,10,6,0,3
2476,7,1,496.7,5,37.1,14.2,1,2,13.3,0,2025-08-31 22:00:00,0.57,662.3,786.8,124.5,Moderate Delay,1,5,2,496.7,5,22,0,1
2477,6,5,1042.8,0,25.5,0.0,3,3,15.9,2,2025-05-23 14:00:00,0.5,1390.4,1527.2,136.8,Moderate Delay,4,0,3,4171.2,0,14,0,3
2478,6,8,1023.2,4,32.8,61.6,0,2,27.9,2,2025-09-30 12:00:00,0.56,1364.3,1532.4,168.1,Moderate Delay,3,3,2,3069.6000000000004,9,12,0,3
2479,0,4,1722.0,2,41.8,0.0,1,2,45.3,1,2025-11-14 12:00:00,0.5,2296.0,2415.7,119.7,Moderate Delay,1,2,2,1722.0,2,12,0,3
2480,9,5,1215.6,0,42.8,0.0,1,3,33.2,2,2025-11-26 09:00:00,0.47,1620.8,1682.3,61.5,On Time,1,0,3,1215.6,0,9,1,3
2481,1,5,1393.1,3,33.5,40.0,0,2,19.1,1,2025-10-18 19:00:00,0.33,1857.5,1983.5,126.0,Moderate Delay,3,4,2,4179.299999999999,12,19,1,3
2482,5,0,1769.8,5,29.5,52.0,2,1,4.0,0,2025-06-11 21:00:00,0.08,2359.7,2489.3,129.6,Moderate Delay,2,5,1,3539.6,10,21,0,3
2483,5,1,1945.2,3,15.2,34.6,1,3,33.4,0,2025-12-15 10:00:00,0.18,2593.6,2723.2,129.6,Moderate Delay,1,4,3,1945.2,4,10,1,3
2484,6,9,936.4,1,27.6,1.0,1,1,45.2,1,2025-11-03 18:00:00,0.45,1248.5,1267.6,19.1,On Time,1,1,1,936.4,1,18,1,0
2485,6,1,1996.9,4,30.2,9.4,2,0,39.1,1,2025-11-29 13:00:00,0.04,2662.5,2743.7,81.2,Slight Delay,2,3,4,3993.8,6,13,0,3
2486,5,9,1895.3,1,17.0,2.9,2,0,19.7,1,2025-02-22 10:00:00,0.46,2527.1,2592.2,65.1,On Time,2,1,4,3790.6,2,10,1,3
2487,3,5,1416.1,3,27.6,5.8,1,2,30.8,2,2025-10-18 12:00:00,0.55,1888.1,1981.9,93.8,Slight Delay,1,4,2,1416.1,4,12,0,3
2488,1,5,338.2,5,39.3,54.2,1,0,16.9,2,2025-03-16 09:00:00,0.31,450.9,578.1,127.2,Moderate Delay,1,5,4,338.2,5,9,1,1
2489,7,1,106.2,0,10.5,0.0,2,0,16.6,2,2025-01-02 06:00:00,0.04,141.6,175.1,33.5,On Time,2,0,4,212.4,0,6,0,1
2490,3,5,799.5,3,42.9,34.7,3,2,25.1,0,2025-02-28 07:00:00,0.15,1066.0,1220.1,154.1,Moderate Delay,4,4,2,3198.0,16,7,1,0
2491,7,5,1217.7,2,45.0,0.0,3,2,7.4,2,2025-01-06 08:00:00,0.25,1623.6,1734.8,111.2,Slight Delay,4,2,2,4870.8,8,8,1,3
2492,6,2,823.3,4,14.2,61.1,3,1,30.3,0,2025-02-01 13:00:00,0.22,1097.7,1223.7,126.0,Moderate Delay,4,3,1,3293.2,12,13,0,0
2493,0,6,444.4,4,33.9,79.2,2,1,1.2,1,2025-09-19 07:00:00,0.18,592.5,624.4,31.9,On Time,2,3,1,888.8,6,7,1,1
2494,9,6,1626.3,3,28.0,7.9,2,0,47.3,0,2025-06-08 19:00:00,0.05,2168.4,2296.2,127.8,Moderate Delay,2,4,4,3252.6,8,19,1,3
2495,5,4,1972.9,2,35.4,0.0,1,1,14.3,2,2025-04-12 06:00:00,0.42,2630.5,2707.0,76.5,Slight Delay,1,2,1,1972.9,2,6,0,3
2496,9,8,942.4,1,43.6,4.7,1,3,45.2,0,2025-06-18 18:00:00,0.55,1256.5,1306.5,50.0,On Time,1,1,3,942.4,1,18,1,0
2497,9,3,285.8,4,10.8,13.8,1,1,46.0,0,2025-08-10 18:00:00,0.4,381.1,443.4,62.3,On Time,1,3,1,285.8,3,18,1,1
2498,8,6,595.4,0,27.5,0.0,1,1,40.9,1,2025-07-21 17:00:00,0.09,793.9,798.3,4.4,On Time,1,0,1,595.4,0,17,1,0
2499,6,3,479.6,2,15.0,0.0,1,0,36.4,0,2025-01-01 20:00:00,0.03,639.5,695.3,55.8,On Time,1,2,4,479.6,2,20,1,1
2500,0,4,1448.6,0,21.8,0.0,3,3,9.8,1,2025-08-29 07:00:00,0.15,1931.5,2059.5,128.0,Moderate Delay,4,0,3,5794.4,0,7,1,3
2501,0,7,346.1,4,36.3,55.5,2,2,1.1,0,2025-10-08 12:00:00,0.04,461.5,512.4,50.9,On Time,2,3,2,692.2,6,12,0,1
2502,6,5,1245.8,1,35.4,1.4,3,2,29.7,2,2025-07-18 20:00:00,0.09,1661.1,1751.3,90.2,Slight Delay,4,1,2,4983.2,4,20,1,3
2503,7,5,1689.2,1,23.2,4.2,3,1,33.0,0,2025-09-28 21:00:00,0.31,2252.3,2397.3,145.0,Moderate Delay,4,1,1,6756.8,4,21,0,3
2504,5,3,872.8,4,40.5,67.8,1,3,47.1,1,2025-08-08 11:00:00,0.18,1163.7,1212.1,48.4,On Time,1,3,3,872.8,3,11,0,0
2505,4,0,1817.5,0,28.4,0.0,3,2,28.5,2,2025-12-21 13:00:00,0.11,2423.3,2572.9,149.6,Moderate Delay,4,0,2,7270.0,0,13,0,3
2506,1,7,104.4,0,31.3,0.0,2,2,26.4,1,2025-07-03 20:00:00,0.47,139.2,181.5,42.3,On Time,2,0,2,208.8,0,20,1,1
2507,0,5,337.0,1,28.9,1.6,3,1,26.6,0,2025-02-10 06:00:00,0.33,449.3,565.9,116.6,Moderate Delay,4,1,1,1348.0,4,6,0,1
2508,5,4,290.7,1,33.7,0.3,1,2,17.1,0,2025-06-21 22:00:00,0.51,387.6,425.6,38.0,On Time,1,1,2,290.7,1,22,0,1
2509,4,3,1959.8,3,34.3,50.1,3,2,20.7,0,2025-12-28 08:00:00,0.54,2613.1,2767.5,154.4,Moderate Delay,4,4,2,7839.2,16,8,1,3
2510,1,0,354.6,4,37.6,42.8,3,0,25.9,2,2025-02-19 10:00:00,0.22,472.8,615.7,142.9,Moderate Delay,4,3,4,1418.4,12,10,1,1
2511,6,3,1322.0,5,16.6,13.4,3,0,33.2,0,2025-05-17 11:00:00,0.41,1762.7,1976.5,213.8,Severe Delay,4,5,4,5288.0,20,11,0,3
2512,1,2,1509.4,5,38.4,13.3,3,3,2.5,1,2025-10-28 08:00:00,0.2,2012.5,2231.9,219.4,Severe Delay,4,5,3,6037.6,20,8,1,3
2513,9,7,1067.1,2,31.4,0.0,0,3,26.1,0,2025-03-09 09:00:00,0.53,1422.8,1548.3,125.5,Moderate Delay,3,2,3,3201.2999999999997,6,9,1,3
2514,0,4,234.3,2,28.8,0.0,0,3,41.1,0,2025-01-24 16:00:00,0.23,312.4,380.7,68.3,On Time,3,2,3,702.9000000000001,6,16,0,1
2515,8,5,543.9,1,41.3,0.5,1,0,20.9,2,2025-07-07 21:00:00,0.24,725.2,798.3,73.1,Slight Delay,1,1,4,543.9,1,21,0,0
2516,7,3,878.9,2,22.0,0.0,1,1,11.0,1,2025-07-24 13:00:00,0.36,1171.9,1255.3,83.4,Slight Delay,1,2,1,878.9,2,13,0,0
2517,4,9,714.0,4,23.3,39.7,1,2,36.1,2,2025-04-19 10:00:00,0.43,952.0,1031.1,79.1,Slight Delay,1,3,2,714.0,3,10,1,0
2518,6,0,1425.6,1,35.1,1.2,2,3,38.6,1,2025-05-24 06:00:00,0.01,1900.8,1973.8,73.0,Slight Delay,2,1,3,2851.2,2,6,0,3
2519,7,1,1387.5,3,11.3,21.8,2,0,31.0,1,2025-05-15 20:00:00,0.51,1850.0,1974.8,124.8,Moderate Delay,2,4,4,2775.0,8,20,1,3
2520,2,3,90.9,1,17.8,2.3,3,1,35.0,0,2025-10-05 17:00:00,0.13,121.2,216.3,95.1,Slight Delay,4,1,1,363.6,4,17,1,2
