shipment_id,origin,destination,distance_km,weather_condition,temperature,rainfall,traffic_level,route_type,package_weight,shipment_type,dispatch_time,historical_delay_rate,estimated_delivery_time,actual_delivery_time,delay_minutes,delay_status
2509,Hyderabad,Delhi,1959.8,Heavy Rain,34.3,50.1,Severe,Mixed,20.7,Express,2025-12-28 08:00:00,0.54,2613.1,2767.5,154.4,Moderate Delay
2510,Bangalore,Ahmedabad,354.6,Rain,37.6,42.8,Severe,City Road,25.9,Standard,2025-02-19 10:00:00,0.22,472.8,615.7,142.9,Moderate Delay
2511,Kolkata,Delhi,1322.0,Storm,16.6,13.4,Severe,City Road,33.2,Express,2025-05-17 11:00:00,0.41,1762.7,1976.5,213.8,Severe Delay
2512,Bangalore,Chennai,1509.4,Storm,38.4,13.3,Severe,Rural Road,2.5,Same-Day,2025-10-28 08:00:00,0.2,2012.5,2231.9,219.4,Severe Delay
2513,Raipur,Mumbai,1067.1,Fog,31.4,0.0,High,Rural Road,26.1,Express,2025-03-09 09:00:00,0.53,1422.8,1548.3,125.5,Moderate Delay
2514,Ahmedabad,Hyderabad,234.3,Fog,28.8,0.0,High,Rural Road,41.1,Express,2025-01-24 16:00:00,0.23,312.4,380.7,68.3,Moderate Delay
2515,Pune,Jaipur,543.9,Cloudy,41.3,0.5,Low,City Road,20.9,Standard,2025-07-07 21:00:00,0.24,725.2,798.3,73.1,Moderate Delay
2516,Mumbai,Delhi,878.9,Fog,22.0,0.0,Low,Highway,11.0,Same-Day,2025-07-24 13:00:00,0.36,1171.9,1255.3,83.4,Moderate Delay
2517,Hyderabad,Raipur,714.0,Rain,23.3,39.7,Low,Mixed,36.1,Standard,2025-04-19 10:00:00,0.43,952.0,1031.1,79.1,Moderate Delay
2518,Kolkata,Ahmedabad,1425.6,Cloudy,35.1,1.2,Medium,Rural Road,38.6,Same-Day,2025-05-24 06:00:00,0.01,1900.8,1973.8,73.0,Moderate Delay
2519,Mumbai,Bangalore,1387.5,Heavy Rain,11.3,21.8,Medium,City Road,31.0,Same-Day,2025-05-15 20:00:00,0.51,1850.0,1974.8,124.8,Moderate Delay
2520,Chennai,Delhi,90.9,Cloudy,17.8,2.3,Severe,Highway,35.0,Express,2025-10-05 17:00:00,0.13,121.2,216.3,95.1,Moderate Delay
2521,Mumbai,Ahmedabad,1581.9,Clear,16.8,0.0,Low,Rural Road,46.7,Same-Day,2025-11-25 07:00:00,0.19,2109.2,2186.6,77.4,Moderate Delay
2522,Delhi,Bangalore,1471.4,Storm,28.7,10.5,High,Highway,42.2,Same-Day,2025-04-02 20:00:00,0.58,1961.9,2100.7,138.8,Moderate Delay
2523,Delhi,Bangalore,1824.9,Rain,13.3,46.5,Medium,Mixed,34.9,Standard,2025-01-23 17:00:00,0.17,2433.2,2520.6,87.4,Moderate Delay
2524,Chennai,Ahmedabad,390.9,Clear,22.6,0.0,Medium,City Road,2.3,Standard,2025-01-17 20:00:00,0.17,521.2,562.7,41.5,Slight Delay
2525,Delhi,Raipur,650.7,Storm,24.6,58.5,High,Highway,1.0,Standard,2025-09-05 14:00:00,0.17,867.6,982.1,114.5,Moderate Delay
2526,Delhi,Jaipur,1726.7,Storm,23.1,33.1,High,Rural Road,38.0,Same-Day,2025-05-31 13:00:00,0.18,2302.3,2418.9,116.6,Moderate Delay
2527,Bangalore,Jaipur,1485.2,Heavy Rain,28.0,10.4,Severe,City Road,22.3,Express,2025-06-26 10:00:00,0.43,1980.3,2126.8,146.5,Moderate Delay
2528,Jaipur,Kolkata,1415.5,Rain,23.1,14.9,Severe,Highway,12.2,Express,2025-02-15 22:00:00,0.39,1887.3,2019.9,132.6,Moderate Delay
2529,Bangalore,Ahmedabad,1655.1,Cloudy,35.1,3.2,High,Highway,45.9,Standard,2025-02-06 07:00:00,0.04,2206.8,2281.1,74.3,Moderate Delay
2530,Kolkata,Pune,1857.5,Clear,23.7,0.0,Medium,Rural Road,2.6,Same-Day,2025-12-06 18:00:00,0.42,2476.7,2559.6,82.9,Moderate Delay
2531,Chennai,Bangalore,1184.4,Clear,21.3,0.0,Severe,Rural Road,15.9,Standard,2025-07-04 20:00:00,0.07,1579.2,1713.5,134.3,Moderate Delay
2532,Kolkata,Jaipur,981.4,Cloudy,16.5,3.5,High,City Road,27.6,Express,2025-09-29 07:00:00,0.02,1308.5,1377.8,69.3,Moderate Delay
2533,Pune,Kolkata,294.8,Storm,39.8,7.1,Severe,Highway,5.6,Same-Day,2025-08-08 20:00:00,0.07,393.1,548.6,155.5,Moderate Delay
2534,Chennai,Jaipur,97.4,Cloudy,10.5,1.8,High,Rural Road,10.1,Same-Day,2025-09-15 12:00:00,0.16,129.9,182.3,52.4,Slight Delay
2535,Ahmedabad,Kolkata,1102.2,Cloudy,25.6,0.6,High,City Road,45.4,Express,2025-11-19 15:00:00,0.34,1469.6,1564.2,94.6,Moderate Delay
2536,Pune,Bangalore,1065.4,Storm,13.6,15.2,Low,Rural Road,40.8,Express,2025-01-28 20:00:00,0.56,1420.5,1544.1,123.6,Moderate Delay
2537,Raipur,Kolkata,993.2,Fog,32.5,0.0,Low,Mixed,20.9,Express,2025-08-18 16:00:00,0.21,1324.3,1385.7,61.4,Moderate Delay
2538,Hyderabad,Delhi,880.9,Rain,39.0,42.8,Severe,City Road,19.5,Standard,2025-10-17 11:00:00,0.1,1174.5,1346.4,171.9,Moderate Delay
2539,Mumbai,Delhi,1626.5,Storm,42.2,50.0,High,Rural Road,36.7,Standard,2025-01-22 21:00:00,0.03,2168.7,2349.7,181.0,Severe Delay
2540,Kolkata,Mumbai,1704.0,Fog,32.5,0.0,Low,City Road,41.7,Standard,2025-02-12 09:00:00,0.42,2272.0,2363.8,91.8,Moderate Delay
2541,Raipur,Jaipur,642.8,Heavy Rain,21.3,17.7,Low,Highway,15.0,Standard,2025-06-18 15:00:00,0.01,857.1,909.6,52.5,Slight Delay
2542,Raipur,Pune,130.0,Clear,33.7,0.0,Medium,City Road,32.6,Same-Day,2025-01-13 18:00:00,0.48,173.3,250.1,76.8,Moderate Delay
2543,Jaipur,Hyderabad,1552.7,Cloudy,20.4,0.4,High,Rural Road,9.2,Same-Day,2025-02-12 11:00:00,0.06,2070.3,2161.4,91.1,Moderate Delay
2544,Mumbai,Bangalore,1606.2,Fog,42.0,0.0,Medium,City Road,18.0,Express,2025-06-10 17:00:00,0.42,2141.6,2246.5,104.9,Moderate Delay
2545,Mumbai,Delhi,1429.5,Cloudy,32.4,2.4,Severe,Highway,33.9,Standard,2025-06-13 09:00:00,0.46,1906.0,2079.7,173.7,Moderate Delay
2546,Hyderabad,Chennai,1236.6,Fog,25.4,0.0,Medium,Rural Road,1.8,Same-Day,2025-12-18 14:00:00,0.2,1648.8,1733.5,84.7,Moderate Delay
2547,Raipur,Hyderabad,748.5,Clear,44.7,0.0,Severe,Rural Road,43.2,Standard,2025-09-10 09:00:00,0.26,998.0,1123.5,125.5,Moderate Delay
2548,Raipur,Chennai,1576.7,Cloudy,19.6,1.5,Severe,Highway,3.9,Express,2025-12-29 17:00:00,0.17,2102.3,2228.0,125.7,Moderate Delay
2549,Mumbai,Kolkata,693.1,Fog,20.1,0.0,Low,Highway,5.7,Standard,2025-07-21 15:00:00,0.22,924.1,976.6,52.5,Slight Delay
2550,Jaipur,Chennai,230.8,Rain,20.8,46.4,Low,City Road,49.4,Same-Day,2025-10-24 09:00:00,0.48,307.7,375.4,67.7,Moderate Delay
2551,Mumbai,Hyderabad,1147.2,Rain,33.4,60.9,Medium,Highway,7.1,Standard,2025-08-08 07:00:00,0.12,1529.6,1590.9,61.3,Moderate Delay
2552,Ahmedabad,Kolkata,1862.0,Clear,20.0,0.0,Low,Rural Road,23.8,Same-Day,2025-11-11 09:00:00,0.11,2482.7,2531.6,48.9,Slight Delay
2553,Chennai,Pune,164.5,Storm,36.5,24.2,Medium,Rural Road,9.2,Express,2025-05-05 17:00:00,0.36,219.3,348.8,129.5,Moderate Delay
2554,Jaipur,Hyderabad,75.0,Cloudy,21.9,2.6,Low,Rural Road,26.1,Express,2025-02-06 07:00:00,0.12,100.0,106.7,6.7,On Time
2555,Mumbai,Raipur,430.9,Heavy Rain,32.2,36.9,Low,Highway,1.3,Express,2025-10-20 19:00:00,0.02,574.5,623.3,48.8,Slight Delay
2556,Ahmedabad,Mumbai,1579.0,Clear,36.4,0.0,Severe,Mixed,46.1,Express,2025-05-15 07:00:00,0.13,2105.3,2252.4,147.1,Moderate Delay
2557,Chennai,Ahmedabad,1262.7,Storm,23.3,64.4,High,City Road,15.6,Same-Day,2025-04-22 12:00:00,0.11,1683.6,1850.8,167.2,Moderate Delay
2558,Jaipur,Kolkata,432.8,Rain,23.5,69.3,High,City Road,11.2,Standard,2025-01-02 18:00:00,0.49,577.1,654.2,77.1,Moderate Delay
2559,Raipur,Ahmedabad,1315.2,Heavy Rain,34.5,30.9,Medium,Rural Road,24.0,Express,2025-01-05 12:00:00,0.24,1753.6,1875.5,121.9,Moderate Delay
2560,Bangalore,Pune,1765.9,Clear,20.1,0.0,Low,Mixed,23.0,Standard,2025-07-14 16:00:00,0.45,2354.5,2439.0,84.5,Moderate Delay
2561,Kolkata,Bangalore,971.4,Heavy Rain,41.7,65.2,Medium,Rural Road,12.5,Standard,2025-08-24 14:00:00,0.19,1295.2,1426.2,131.0,Moderate Delay
2562,Bangalore,Mumbai,1221.3,Fog,26.8,0.0,Medium,City Road,47.2,Standard,2025-04-24 15:00:00,0.01,1628.4,1714.8,86.4,Moderate Delay
2563,Hyderabad,Delhi,585.0,Clear,16.6,0.0,Low,Highway,8.8,Same-Day,2025-01-21 19:00:00,0.44,780.0,824.9,44.9,Slight Delay
2564,Mumbai,Pune,1653.2,Cloudy,13.3,3.6,Low,Mixed,16.5,Same-Day,2025-05-10 13:00:00,0.07,2204.3,2215.4,11.1,On Time
2565,Mumbai,Chennai,1051.6,Clear,30.6,0.0,Low,Mixed,36.6,Express,2025-08-16 13:00:00,0.16,1402.1,1441.4,39.3,Slight Delay
2566,Bangalore,Mumbai,193.2,Rain,44.6,22.2,High,Mixed,32.0,Express,2025-10-16 20:00:00,0.17,257.6,330.7,73.1,Moderate Delay
2567,Hyderabad,Bangalore,1684.0,Clear,33.8,0.0,Medium,Mixed,3.8,Express,2025-03-27 18:00:00,0.13,2245.3,2304.9,59.6,Slight Delay
2568,Mumbai,Kolkata,757.7,Cloudy,14.9,2.7,Severe,City Road,19.7,Standard,2025-12-22 10:00:00,0.44,1010.3,1137.9,127.6,Moderate Delay
2569,Raipur,Hyderabad,80.2,Rain,39.7,29.5,Medium,Highway,34.2,Express,2025-08-25 20:00:00,0.57,106.9,171.3,64.4,Moderate Delay
2570,Mumbai,Chennai,1693.2,Clear,35.0,0.0,Severe,Highway,14.5,Standard,2025-06-26 11:00:00,0.36,2257.6,2375.2,117.6,Moderate Delay
2571,Chennai,Jaipur,685.7,Clear,22.0,0.0,Medium,City Road,24.1,Express,2025-12-25 11:00:00,0.6,914.3,956.2,41.9,Slight Delay
2572,Delhi,Chennai,387.4,Clear,37.4,0.0,High,Highway,6.9,Same-Day,2025-10-21 21:00:00,0.55,516.5,555.4,38.9,Slight Delay
2573,Mumbai,Pune,582.9,Storm,35.5,41.4,Low,Mixed,7.1,Standard,2025-02-27 22:00:00,0.06,777.2,871.2,94.0,Moderate Delay
2574,Pune,Chennai,1671.1,Storm,15.2,51.3,High,Rural Road,47.8,Same-Day,2025-10-09 08:00:00,0.5,2228.1,2400.6,172.5,Moderate Delay
2575,Jaipur,Hyderabad,485.3,Storm,33.4,68.1,Severe,Mixed,12.1,Standard,2025-12-27 09:00:00,0.11,647.1,798.4,151.3,Moderate Delay
2576,Pune,Jaipur,1565.6,Storm,31.4,43.5,Low,Highway,29.8,Express,2025-05-02 21:00:00,0.06,2087.5,2173.1,85.6,Moderate Delay
2577,Ahmedabad,Chennai,1089.0,Clear,30.1,0.0,Severe,City Road,29.1,Same-Day,2025-10-25 21:00:00,0.51,1452.0,1582.4,130.4,Moderate Delay
2578,Bangalore,Jaipur,41.4,Rain,15.4,78.9,High,Rural Road,16.3,Standard,2025-12-03 09:00:00,0.07,55.2,128.6,73.4,Moderate Delay
2579,Ahmedabad,Bangalore,1048.2,Cloudy,14.9,2.1,Severe,City Road,30.1,Standard,2025-01-28 11:00:00,0.04,1397.6,1505.0,107.4,Moderate Delay
2580,Ahmedabad,Chennai,585.7,Storm,17.3,45.5,High,City Road,23.3,Same-Day,2025-04-28 10:00:00,0.2,780.9,935.4,154.5,Moderate Delay
2581,Bangalore,Mumbai,749.1,Rain,40.3,10.6,Low,Rural Road,19.0,Express,2025-09-07 14:00:00,0.2,998.8,1058.4,59.6,Slight Delay
2582,Chennai,Bangalore,1978.7,Fog,25.8,0.0,Low,Highway,6.7,Express,2025-07-04 12:00:00,0.13,2638.3,2699.2,60.9,Moderate Delay
2583,Mumbai,Chennai,666.9,Fog,12.5,0.0,Low,City Road,44.5,Standard,2025-11-21 12:00:00,0.12,889.2,957.9,68.7,Moderate Delay
2584,Mumbai,Hyderabad,499.6,Fog,33.9,0.0,Medium,City Road,10.2,Standard,2025-03-08 20:00:00,0.38,666.1,765.2,99.1,Moderate Delay
2585,Raipur,Hyderabad,904.2,Cloudy,17.6,1.8,Low,City Road,24.9,Express,2025-04-10 07:00:00,0.05,1205.6,1233.0,27.4,Slight Delay
2586,Bangalore,Jaipur,1472.1,Clear,35.3,0.0,Severe,Rural Road,27.8,Standard,2025-07-28 14:00:00,0.14,1962.8,2090.4,127.6,Moderate Delay
2587,Pune,Chennai,1665.1,Clear,21.6,0.0,Low,Rural Road,12.1,Same-Day,2025-11-01 13:00:00,0.5,2220.1,2299.7,79.6,Moderate Delay
2588,Raipur,Ahmedabad,1185.0,Heavy Rain,23.3,61.2,High,Mixed,21.7,Same-Day,2025-02-19 13:00:00,0.41,1580.0,1723.0,143.0,Moderate Delay
2589,Bangalore,Delhi,772.6,Fog,12.3,0.0,Low,City Road,49.4,Same-Day,2025-02-15 19:00:00,0.37,1030.1,1115.7,85.6,Moderate Delay
2590,Delhi,Ahmedabad,389.5,Rain,14.4,49.1,Severe,Highway,25.6,Standard,2025-10-26 22:00:00,0.42,519.3,654.6,135.3,Moderate Delay
2591,Chennai,Delhi,1841.1,Clear,32.5,0.0,High,City Road,20.2,Same-Day,2025-10-05 14:00:00,0.16,2454.8,2541.1,86.3,Moderate Delay
2592,Delhi,Raipur,1670.1,Heavy Rain,17.1,23.6,Medium,City Road,10.0,Same-Day,2025-02-11 12:00:00,0.09,2226.8,2365.7,138.9,Moderate Delay
2593,Delhi,Raipur,31.7,Heavy Rain,31.0,43.1,Low,Highway,24.1,Express,2025-07-27 17:00:00,0.04,42.3,70.0,27.7,Slight Delay
2594,Pune,Raipur,1957.9,Heavy Rain,42.6,48.1,Low,Mixed,49.1,Standard,2025-12-25 18:00:00,0.59,2610.5,2722.6,112.1,Moderate Delay
2595,Bangalore,Delhi,1385.0,Storm,17.2,30.5,Severe,Rural Road,11.8,Express,2025-01-31 15:00:00,0.15,1846.7,2025.6,178.9,Moderate Delay
2596,Jaipur,Kolkata,307.1,Rain,13.5,37.9,High,Highway,28.4,Express,2025-08-09 18:00:00,0.18,409.5,475.1,65.6,Moderate Delay
2597,Chennai,Hyderabad,484.4,Storm,38.3,67.5,Medium,City Road,6.0,Same-Day,2025-08-02 17:00:00,0.58,645.9,783.2,137.3,Moderate Delay
2598,Mumbai,Hyderabad,1655.4,Fog,22.7,0.0,Severe,City Road,17.7,Express,2025-04-08 10:00:00,0.28,2207.2,2379.0,171.8,Moderate Delay
2599,Bangalore,Raipur,1438.5,Cloudy,15.8,1.3,Severe,Highway,21.6,Standard,2025-06-01 10:00:00,0.53,1918.0,2094.8,176.8,Moderate Delay
2600,Kolkata,Chennai,1686.1,Heavy Rain,33.5,53.1,Medium,Rural Road,47.5,Same-Day,2025-10-12 16:00:00,0.23,2248.1,2383.3,135.2,Moderate Delay
2601,Kolkata,Bangalore,334.6,Clear,30.5,0.0,Low,Mixed,10.2,Same-Day,2025-12-18 09:00:00,0.27,446.1,446.4,0.3,On Time
2602,Jaipur,Pune,191.5,Cloudy,10.1,4.5,Medium,Rural Road,11.3,Same-Day,2025-02-13 18:00:00,0.26,255.3,288.7,33.4,Slight Delay
2603,Kolkata,Chennai,1402.8,Cloudy,36.6,2.3,High,City Road,9.2,Standard,2025-05-25 20:00:00,0.28,1870.4,1969.1,98.7,Moderate Delay
2604,Bangalore,Pune,1539.9,Fog,24.3,0.0,Low,Rural Road,9.5,Same-Day,2025-05-01 13:00:00,0.28,2053.2,2129.0,75.8,Moderate Delay
2605,Chennai,Hyderabad,242.3,Cloudy,23.7,3.7,Low,City Road,11.6,Standard,2025-02-10 17:00:00,0.35,323.1,365.7,42.6,Slight Delay
2606,Ahmedabad,Raipur,257.6,Heavy Rain,17.1,17.7,Low,Rural Road,5.0,Same-Day,2025-05-17 17:00:00,0.48,343.5,421.5,78.0,Moderate Delay
2607,Raipur,Pune,562.6,Fog,18.4,0.0,High,Mixed,25.2,Express,2025-08-21 18:00:00,0.17,750.1,853.0,102.9,Moderate Delay
2608,Jaipur,Kolkata,413.8,Fog,13.0,0.0,High,City Road,26.6,Express,2025-05-03 19:00:00,0.2,551.7,649.6,97.9,Moderate Delay
2609,Hyderabad,Ahmedabad,1027.6,Rain,29.7,57.1,Severe,Mixed,25.1,Same-Day,2025-11-01 22:00:00,0.29,1370.1,1489.1,119.0,Moderate Delay
2610,Pune,Delhi,1181.5,Heavy Rain,37.3,65.7,Medium,Rural Road,41.3,Standard,2025-02-10 11:00:00,0.33,1575.3,1678.4,103.1,Moderate Delay
2611,Hyderabad,Kolkata,1007.0,Rain,31.1,7.4,Low,Highway,2.1,Same-Day,2025-06-20 15:00:00,0.43,1342.7,1431.1,88.4,Moderate Delay
2612,Ahmedabad,Delhi,252.2,Rain,23.5,60.0,Medium,Mixed,31.3,Same-Day,2025-03-15 16:00:00,0.29,336.3,381.5,45.2,Slight Delay
2613,Hyderabad,Raipur,758.0,Heavy Rain,11.4,22.4,High,Mixed,44.5,Standard,2025-02-27 13:00:00,0.49,1010.7,1164.8,154.1,Moderate Delay
2614,Mumbai,Ahmedabad,1409.8,Rain,21.5,67.3,Medium,City Road,24.6,Express,2025-10-29 09:00:00,0.1,1879.7,1969.7,90.0,Moderate Delay
2615,Kolkata,Bangalore,299.9,Heavy Rain,13.3,30.9,Low,Rural Road,42.8,Standard,2025-12-08 14:00:00,0.58,399.9,486.9,87.0,Moderate Delay
2616,Ahmedabad,Chennai,1796.8,Cloudy,18.3,0.4,Medium,Mixed,8.4,Standard,2025-06-04 16:00:00,0.5,2395.7,2511.2,115.5,Moderate Delay
2617,Kolkata,Chennai,858.5,Fog,38.1,0.0,Low,Mixed,5.5,Same-Day,2025-07-31 13:00:00,0.38,1144.7,1208.4,63.7,Moderate Delay
2618,Raipur,Chennai,285.8,Clear,39.3,0.0,Low,Highway,37.6,Same-Day,2025-11-27 09:00:00,0.23,381.1,394.9,13.8,On Time
2619,Raipur,Jaipur,758.1,Rain,36.1,37.1,Medium,City Road,42.1,Standard,2025-02-10 17:00:00,0.32,1010.8,1108.6,97.8,Moderate Delay
2620,Ahmedabad,Raipur,1575.7,Clear,17.7,0.0,High,Rural Road,41.4,Standard,2025-04-18 17:00:00,0.07,2100.9,2211.9,111.0,Moderate Delay
2621,Kolkata,Bangalore,1017.5,Heavy Rain,20.8,35.4,Severe,Rural Road,48.4,Express,2025-12-15 21:00:00,0.12,1356.7,1502.8,146.1,Moderate Delay
2622,Mumbai,Bangalore,1042.7,Heavy Rain,11.3,76.7,Medium,City Road,9.1,Same-Day,2025-12-13 06:00:00,0.32,1390.3,1498.6,108.3,Moderate Delay
2623,Ahmedabad,Pune,1009.2,Rain,37.7,38.2,Medium,City Road,8.7,Express,2025-08-25 20:00:00,0.19,1345.6,1417.0,71.4,Moderate Delay
2624,Bangalore,Raipur,373.2,Heavy Rain,39.2,63.3,High,Mixed,37.9,Standard,2025-04-10 20:00:00,0.49,497.6,602.4,104.8,Moderate Delay
2625,Mumbai,Bangalore,1417.1,Rain,44.0,8.3,Low,Highway,5.1,Same-Day,2025-12-25 17:00:00,0.07,1889.5,1921.7,32.2,Slight Delay
2626,Bangalore,Ahmedabad,719.4,Storm,36.5,63.5,Low,Highway,1.2,Express,2025-06-16 22:00:00,0.09,959.2,1049.9,90.7,Moderate Delay
2627,Mumbai,Delhi,400.3,Clear,29.7,0.0,Medium,Mixed,18.7,Same-Day,2025-04-02 10:00:00,0.3,533.7,564.1,30.4,Slight Delay
2628,Delhi,Hyderabad,251.8,Cloudy,29.6,1.5,High,Mixed,49.9,Same-Day,2025-04-10 09:00:00,0.24,335.7,397.0,61.3,Moderate Delay
2629,Pune,Mumbai,918.0,Storm,37.9,21.2,High,City Road,45.3,Same-Day,2025-12-21 09:00:00,0.47,1224.0,1368.9,144.9,Moderate Delay
2630,Chennai,Raipur,236.4,Storm,19.0,67.8,Low,Mixed,31.0,Standard,2025-01-18 12:00:00,0.14,315.2,422.9,107.7,Moderate Delay
2631,Delhi,Kolkata,1012.8,Heavy Rain,23.1,21.8,High,Rural Road,28.1,Same-Day,2025-03-20 22:00:00,0.53,1350.4,1524.1,173.7,Moderate Delay
2632,Pune,Bangalore,458.9,Fog,15.0,0.0,Low,City Road,48.9,Same-Day,2025-11-20 21:00:00,0.03,611.9,677.3,65.4,Moderate Delay
2633,Chennai,Pune,1812.3,Cloudy,23.8,2.8,High,Rural Road,44.7,Same-Day,2025-12-16 12:00:00,0.6,2416.4,2541.4,125.0,Moderate Delay
2634,Chennai,Bangalore,574.2,Cloudy,32.4,1.6,Medium,Mixed,22.8,Standard,2025-12-25 12:00:00,0.23,765.6,827.6,62.0,Moderate Delay
2635,Ahmedabad,Bangalore,1137.8,Clear,42.3,0.0,High,Rural Road,5.5,Express,2025-12-20 13:00:00,0.13,1517.1,1593.7,76.6,Moderate Delay
2636,Hyderabad,Chennai,90.1,Cloudy,19.9,3.2,Medium,Mixed,10.4,Express,2025-02-14 22:00:00,0.5,120.1,185.3,65.2,Moderate Delay
2637,Hyderabad,Mumbai,1329.6,Heavy Rain,30.1,30.1,Severe,Highway,17.5,Standard,2025-10-10 20:00:00,0.24,1772.8,1926.3,153.5,Moderate Delay
2638,Mumbai,Jaipur,189.7,Cloudy,19.4,1.6,Severe,Mixed,27.6,Standard,2025-09-16 11:00:00,0.46,252.9,405.8,152.9,Moderate Delay
2639,Chennai,Raipur,1241.1,Clear,30.9,0.0,Low,Highway,6.9,Express,2025-03-05 10:00:00,0.43,1654.8,1715.2,60.4,Moderate Delay
2640,Pune,Delhi,1755.7,Rain,39.4,64.0,Medium,City Road,1.2,Same-Day,2025-02-15 21:00:00,0.55,2340.9,2450.0,109.1,Moderate Delay
2641,Pune,Kolkata,1287.8,Storm,24.6,55.9,High,Mixed,27.7,Express,2025-04-13 16:00:00,0.17,1717.1,1839.8,122.7,Moderate Delay
2642,Raipur,Kolkata,1041.1,Cloudy,32.6,4.8,Medium,City Road,41.7,Standard,2025-12-20 10:00:00,0.43,1388.1,1466.0,77.9,Moderate Delay
2643,Bangalore,Chennai,780.4,Fog,26.2,0.0,Low,Highway,14.0,Same-Day,2025-05-30 14:00:00,0.16,1040.5,1086.3,45.8,Slight Delay
2644,Bangalore,Pune,1547.5,Storm,27.5,31.5,Medium,City Road,46.7,Standard,2025-07-01 18:00:00,0.03,2063.3,2179.9,116.6,Moderate Delay
2645,Mumbai,Raipur,1126.3,Cloudy,27.0,2.1,High,City Road,26.2,Express,2025-12-02 07:00:00,0.1,1501.7,1604.9,103.2,Moderate Delay
2646,Pune,Chennai,627.9,Fog,13.4,0.0,Severe,City Road,44.9,Standard,2025-11-28 09:00:00,0.36,837.2,1017.7,180.5,Severe Delay
2647,Ahmedabad,Mumbai,1782.4,Rain,20.7,15.3,Severe,Mixed,4.9,Express,2025-02-23 13:00:00,0.43,2376.5,2555.8,179.3,Moderate Delay
2648,Mumbai,Ahmedabad,638.4,Fog,43.5,0.0,High,City Road,7.9,Same-Day,2025-06-06 09:00:00,0.46,851.2,959.2,108.0,Moderate Delay
2649,Ahmedabad,Hyderabad,1194.1,Cloudy,31.1,4.5,Low,Highway,23.6,Standard,2025-07-17 11:00:00,0.04,1592.1,1628.3,36.2,Slight Delay
2650,Pune,Mumbai,484.8,Storm,30.6,77.1,High,Mixed,5.6,Standard,2025-10-20 21:00:00,0.07,646.4,792.2,145.8,Moderate Delay
2651,Hyderabad,Raipur,1853.0,Clear,17.0,0.0,High,Rural Road,4.5,Express,2025-01-24 17:00:00,0.2,2470.7,2571.1,100.4,Moderate Delay
2652,Hyderabad,Kolkata,1948.6,Storm,38.7,10.5,Low,City Road,22.7,Same-Day,2025-12-04 08:00:00,0.38,2598.1,2707.0,108.9,Moderate Delay
2653,Hyderabad,Delhi,1522.7,Heavy Rain,21.3,23.3,High,Highway,37.0,Standard,2025-10-17 16:00:00,0.44,2030.3,2159.7,129.4,Moderate Delay
2654,Hyderabad,Raipur,948.1,Rain,32.9,45.5,Low,Highway,30.6,Same-Day,2025-07-12 12:00:00,0.33,1264.1,1324.5,60.4,Moderate Delay
2655,Jaipur,Hyderabad,864.7,Heavy Rain,44.1,13.1,Severe,Rural Road,10.7,Standard,2025-01-31 21:00:00,0.2,1152.9,1316.3,163.4,Moderate Delay
2656,Mumbai,Chennai,1601.0,Clear,16.4,0.0,High,City Road,28.5,Express,2025-03-23 06:00:00,0.02,2134.7,2222.2,87.5,Moderate Delay
2657,Delhi,Ahmedabad,412.1,Clear,23.8,0.0,Medium,Highway,24.6,Standard,2025-06-07 08:00:00,0.21,549.5,588.8,39.3,Slight Delay
2658,Chennai,Kolkata,1234.7,Fog,22.5,0.0,Severe,Mixed,6.3,Express,2025-09-30 20:00:00,0.27,1646.3,1834.6,188.3,Severe Delay
2659,Pune,Mumbai,681.3,Storm,15.0,26.1,Severe,City Road,45.0,Standard,2025-03-26 19:00:00,0.1,908.4,1085.2,176.8,Moderate Delay
2660,Raipur,Ahmedabad,986.2,Cloudy,37.4,4.1,Low,City Road,43.3,Standard,2025-08-13 18:00:00,0.34,1314.9,1386.4,71.5,Moderate Delay
2661,Mumbai,Ahmedabad,165.7,Rain,22.3,51.8,Severe,Mixed,10.0,Express,2025-05-02 12:00:00,0.09,220.9,316.6,95.7,Moderate Delay
2662,Jaipur,Kolkata,59.4,Cloudy,18.2,4.7,Low,Highway,19.6,Same-Day,2025-07-15 16:00:00,0.56,79.2,126.0,46.8,Slight Delay
2663,Kolkata,Chennai,1960.1,Clear,43.4,0.0,High,City Road,42.7,Standard,2025-03-05 10:00:00,0.51,2613.5,2751.1,137.6,Moderate Delay
2664,Mumbai,Chennai,1681.3,Clear,26.6,0.0,Low,Rural Road,36.0,Standard,2025-06-28 21:00:00,0.59,2241.7,2352.4,110.7,Moderate Delay
2665,Pune,Kolkata,831.1,Rain,24.7,44.5,Severe,Rural Road,1.4,Express,2025-01-04 07:00:00,0.3,1108.1,1277.4,169.3,Moderate Delay
2666,Mumbai,Chennai,1186.9,Heavy Rain,19.8,32.5,Severe,Mixed,5.0,Express,2025-06-08 19:00:00,0.47,1582.5,1773.5,191.0,Severe Delay
2667,Raipur,Pune,1607.7,Rain,17.4,34.9,Severe,Mixed,6.9,Express,2025-02-15 19:00:00,0.05,2143.6,2279.5,135.9,Moderate Delay
2668,Chennai,Raipur,1343.6,Rain,32.4,15.8,Severe,Highway,31.9,Express,2025-06-19 07:00:00,0.24,1791.5,1927.3,135.8,Moderate Delay
